user_id,gender,married,has_children,home_country,home_city,home_airport,user_age,account_age,total_sessions,avg_session_duration,avg_page_clicks,avg_clicks_per_min,avg_seats,avg_checked_bags,num_trip_discounts,avg_trip_discount_amount,total_airlines,top_airline,total_origin_airports,total_destinations,top_destination,total_destination_airports,avg_rooms,total_hotels,total_hotel_brands,top_hotel_brand,total_trips,avg_trip_duration_days,avg_trip_distance_km,avg_base_trip_cost,avg_total_trip_cost,type_browsing,type_complete-package,type_flight-hotel,type_flight-one-way,type_flight-roundtrip,type_hotel-only,status_cancelled,status_complete,status_none,category_extended,category_other,category_week,category_weekend,browsing_frequency,booking_frequency,booking_conversion,cancellation_rate,top_booking_type,top_trip_category
509467,m,False,False,usa,seattle,sea,28,23,8,1.60625,12.75,8.00625,0.5,0.375,1,0.1,2,ryanair,1,2,las vegas,2,0.5,2,2,fairmont,2,2.125,2356.6549999999997,765.37125,765.37125,6,2,0,0,0,0,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
509498,f,False,False,usa,milwaukee,mke,40,23,8,1.50875,12.25,8.0075,0.75,0.0,2,0.175,2,united airlines,1,2,san diego,2,0.75,2,1,intercontinental,2,2.25,1746.645,718.0749999999999,686.1845,6,2,0,0,0,0,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
509515,f,False,True,usa,memphis,mem,30,23,9,1.411111111111111,11.333333333333334,8.012222222222222,0.1111111111111111,0.1111111111111111,1,0.25,1,air canada,1,1,winnipeg,1,0.2222222222222222,2,2,accor,2,1.6666666666666667,1764.71,383.04999999999995,358.8833333333333,7,1,0,0,0,1,0,2,7,2,0,0,0,0.39,0.09,0.22,0.0,type_browsing,category_extended
509516,f,False,False,usa,colorado springs,cos,46,23,9,2.038888888888889,16.333333333333332,8.046666666666667,0.3333333333333333,0.2222222222222222,3,0.11666666666666665,2,airtran airways,1,2,boston,2,0.4444444444444444,3,3,crowne plaza,3,1.1111111111111112,1879.1350000000002,265.9455555555556,259.8947777777778,6,2,0,0,0,1,0,3,6,0,2,1,0,0.39,0.13,0.33,0.0,type_browsing,category_other
509530,f,True,True,canada,edmonton,yxd,47,23,8,2.12125,17.0,7.8925,0.875,0.375,0,,5,airtran airways,1,4,new york,4,0.875,5,3,four seasons,6,3.375,2731.876,849.94375,849.94375,2,4,0,0,1,1,0,6,2,2,2,2,0,0.35,0.26,0.75,0.0,type_complete-package,category_extended
509552,f,False,False,usa,los angeles,lax,18,23,8,1.84375,14.625,7.89375,0.125,0.125,3,0.13333333333333333,1,jetblue airways,1,1,new york,1,0.25,2,1,shangri-la,3,2.875,3974.21,392.29125,392.29125,5,0,0,0,1,2,0,3,5,1,2,0,0,0.35,0.13,0.38,0.0,type_browsing,category_other
509598,f,False,False,canada,winnipeg,ywg,40,23,8,1.9337499999999999,15.625,8.1,0.375,0.25,5,0.15,3,allegiant air,1,3,detroit,3,0.375,3,3,accor,3,2.125,1980.8666666666668,371.22875,327.09625,5,3,0,0,0,0,0,3,5,2,0,0,1,0.35,0.13,0.38,0.0,type_browsing,category_extended
509603,f,False,False,usa,memphis,mem,18,23,8,1.98125,16.0,7.98625,0.125,0.125,1,0.25,1,southwest airlines,1,1,denver,1,0.5,2,2,radisson,2,2.25,1400.8,257.92875,244.9465625,6,0,1,0,0,1,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
509626,f,False,True,usa,brownsville,bro,52,23,8,2.2125,17.875,7.953749999999999,0.5,0.375,2,0.15000000000000002,1,american airlines,1,3,edmonton,3,0.375,3,3,banyan tree,3,3.25,2111.106666666667,408.5025,368.21625,5,3,0,0,0,0,0,3,5,3,0,0,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
509635,m,True,False,usa,austin,aus,38,23,8,1.90625,15.375,8.07875,0.375,0.0,0,,3,delta air lines,1,3,boston,3,0.375,3,3,best western,3,1.125,2463.4500000000003,228.6875,228.6875,5,2,1,0,0,0,0,3,5,0,0,2,1,0.35,0.13,0.38,0.0,type_browsing,category_week
509638,f,True,True,usa,reno,rno,47,23,8,1.80125,14.375,7.89625,0.125,0.0,1,0.2,1,southwest airlines,1,1,tucson,1,0.0,0,0,,1,0.25,1141.74,25.885,25.885,7,0,0,0,1,0,0,1,7,0,0,1,0,0.35,0.04,0.12,0.0,type_browsing,category_week
509645,m,True,False,usa,riverside,ral,54,23,8,11.2625,34.375,7.16875,0.625,0.125,3,0.08333333333333333,4,united airlines,1,4,seattle,4,0.625,4,4,accor,5,3.625,1532.6299999999999,602.79,574.1041250000001,3,5,0,0,0,0,1,4,3,2,3,0,0,0.35,0.22,0.62,0.2,type_complete-package,category_other
509681,f,False,True,usa,milwaukee,mke,43,23,8,1.955,15.75,8.02875,0.5,0.125,2,0.1,3,airtran airways,1,3,columbus,3,0.625,4,4,accor,4,3.625,1391.2699999999998,783.825,783.825,4,3,0,0,0,1,0,4,4,3,0,1,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
509712,f,False,False,usa,philadelphia,phl,34,23,8,1.53875,12.375,8.08,0.25,0.25,2,0.1,2,lufthansa,1,2,dallas,2,0.375,3,3,choice hotels,3,3.25,3063.96,355.35375,355.35375,5,2,0,0,0,1,0,3,5,0,2,1,0,0.35,0.13,0.38,0.0,type_browsing,category_other
509713,f,True,True,usa,dallas,dal,35,23,8,1.85875,15.125,8.15,0.5,0.25,2,0.15,3,porter airlines,1,3,ottawa,3,0.5,3,3,aman resorts,3,2.125,1936.3866666666665,512.57125,499.226875,5,2,1,0,0,0,0,3,5,2,0,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
509717,f,False,False,usa,new york,jfk,44,23,8,1.50625,12.125,7.975,0.5,0.0,3,0.08333333333333333,4,american airlines,1,4,chicago,4,0.5,4,4,choice hotels,4,2.25,2883.86,500.58375,492.04525,4,4,0,0,0,0,0,4,4,1,2,1,0,0.35,0.17,0.5,0.0,type_browsing,category_other
509749,m,False,False,usa,new york,jfk,42,23,8,2.7112499999999997,21.875,8.08625,0.75,0.5,3,0.13333333333333333,6,allegiant air,1,6,baltimore,6,0.875,7,7,aman resorts,7,4.25,1638.9833333333333,616.6725,579.1289375,1,6,0,0,0,1,0,7,1,3,3,1,0,0.35,0.3,0.88,0.0,type_complete-package,category_extended
509763,f,True,False,usa,los angeles,lax,50,23,8,2.545,20.375,8.00125,0.75,0.375,3,0.13333333333333333,5,delta air lines,1,5,philadelphia,6,0.625,5,5,accor,6,3.625,3668.855,844.89625,791.688,2,4,1,0,1,0,0,6,2,4,2,0,0,0.35,0.26,0.75,0.0,type_complete-package,category_extended
509765,f,False,False,usa,los angeles,lax,30,23,9,2.4222222222222225,19.666666666666668,8.132222222222222,0.4444444444444444,0.1111111111111111,2,0.175,3,american airlines,1,3,new york,4,0.4444444444444444,4,4,best western,4,1.4444444444444444,3870.1975,449.22333333333336,422.50644444444447,5,4,0,0,0,0,0,4,5,1,0,1,2,0.39,0.17,0.44,0.0,type_browsing,category_weekend
509781,f,True,False,usa,norfolk,ngu,64,23,9,1.3688888888888888,11.0,8.063333333333333,0.2222222222222222,0.2222222222222222,1,0.35,1,southwest airlines,1,1,orlando,1,0.1111111111111111,1,1,crowne plaza,2,3.4444444444444446,1056.22,251.65333333333334,251.65333333333334,7,0,0,0,1,1,0,2,7,2,0,0,0,0.39,0.09,0.22,0.0,type_browsing,category_extended
509822,m,False,False,usa,charlotte,clt,39,23,8,2.19,17.75,8.065,0.375,0.125,2,0.225,3,american airlines,1,3,chicago,3,0.375,3,3,banyan tree,3,1.5,1645.5600000000002,349.89250000000004,349.89250000000004,5,3,0,0,0,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
509826,f,True,True,usa,miami,tnt,64,23,9,1.108888888888889,9.0,8.020000000000001,0.1111111111111111,0.0,5,0.12,1,american airlines,1,1,nashville,1,0.1111111111111111,1,1,aman resorts,1,0.7777777777777778,1266.47,53.916666666666664,53.916666666666664,8,1,0,0,0,0,0,1,8,1,0,0,0,0.39,0.04,0.11,0.0,type_browsing,category_extended
509841,f,True,True,usa,knoxville,tys,47,23,8,1.94875,15.75,8.05375,0.625,0.125,3,0.16666666666666666,3,american airlines,1,3,dubai,3,0.375,2,2,nh hotel,3,2.625,5418.003333333333,703.2725,655.376125,5,2,0,0,1,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
509855,f,True,True,usa,winston-salem,int,36,23,8,1.23875,9.75,7.88625,0.0,0.0,2,0.32499999999999996,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,,type_browsing,category_extended
509876,f,True,False,usa,baltimore,bwi,69,23,8,1.0875,8.625,7.91375,0.0,0.0,1,0.2,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,,type_browsing,category_extended
509892,m,True,False,usa,san jose,sjc,68,23,8,3.0575,24.625,8.0025,0.0,0.0,1,0.2,0,,0,0,,0,0.125,1,1,hilton,1,1.0,,130.0,130.0,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
509903,f,False,False,usa,long beach,lgb,42,23,8,2.385,19.375,8.1125,0.625,0.5,1,0.4,4,american airlines,1,4,toronto,5,0.625,5,4,best western,5,3.375,2585.624,794.915,706.5265,3,5,0,0,0,0,0,5,3,2,1,2,0,0.35,0.22,0.62,0.0,type_complete-package,category_extended
509919,m,True,False,usa,tampa,tpa,47,23,8,1.4075,11.375,8.02875,0.25,0.0,3,0.13333333333333333,2,abu dhabi amiri flight,1,2,vancouver,2,0.375,3,3,crowne plaza,3,2.25,3459.635,485.8375,485.8375,5,2,0,0,0,1,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
509924,f,True,False,usa,tampa,mcf,39,23,9,1.732222222222222,13.777777777777779,7.975555555555555,0.0,0.0,3,0.11666666666666665,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,9,0,0,0,0,0,0,0,9,0,0,0,0,0.39,0.0,0.0,,type_browsing,category_extended
509933,m,True,True,usa,louisville,lou,45,23,8,1.21125,9.75,8.05875,0.25,0.125,2,0.07500000000000001,2,allegiant air,1,2,charlotte,2,0.375,3,3,banyan tree,3,2.875,1575.4899999999998,819.315,785.84625,5,2,0,0,0,1,0,3,5,1,0,2,0,0.35,0.13,0.38,0.0,type_browsing,category_week
509969,f,True,False,canada,montreal,yhu,70,23,10,1.027,8.3,8.013,0.0,0.0,5,0.12000000000000002,0,,0,0,,0,0.1,1,1,accor,1,0.7,,55.3,44.239999999999995,9,0,0,0,0,1,0,1,9,1,0,0,0,0.43,0.04,0.1,0.0,type_browsing,category_extended
509990,m,False,False,usa,minneapolis,msp,41,23,8,1.04,8.5,8.1475,0.125,0.0,2,0.175,1,alaska airlines,1,1,jacksonville,1,0.125,1,1,banyan tree,1,0.375,1889.88,64.60875,48.4565625,7,1,0,0,0,0,0,1,7,0,0,0,1,0.35,0.04,0.12,0.0,type_browsing,category_weekend
510003,f,True,True,usa,tulsa,tul,47,23,8,1.2425000000000002,10.0,8.0475,0.25,0.125,2,0.25,1,american airlines,1,1,philadelphia,1,0.25,1,1,banyan tree,1,0.75,1849.35,120.6875,120.6875,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
510022,f,True,True,usa,austin,aus,54,23,8,1.8362500000000002,15.0,8.1875,0.375,0.25,2,0.07500000000000001,3,delta air lines,1,3,fresno,3,0.375,3,3,accor,4,1.5,1940.8999999999999,337.78375,337.78375,4,2,0,0,1,1,0,4,4,0,1,3,0,0.35,0.17,0.5,0.0,type_browsing,category_week
510044,m,False,False,usa,santa ana,sna,48,23,8,2.1075,17.125,8.09125,0.5,0.125,3,0.21666666666666667,3,delta air lines,1,2,new york,3,0.5,3,3,crowne plaza,3,1.75,2991.4666666666667,410.065,347.016875,5,3,0,0,0,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
510048,f,False,True,usa,dallas,dal,32,23,8,1.63125,13.0,7.8275,0.25,0.375,3,0.2333333333333333,2,airtran airways,1,2,chicago,2,0.25,2,2,choice hotels,2,1.875,1749.885,324.61625,324.61625,6,2,0,0,0,0,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
510061,f,True,True,usa,new york,lga,49,23,8,2.86375,23.125,8.08125,0.625,0.25,3,0.13333333333333333,5,air canada,1,5,austin,5,0.5,4,4,banyan tree,5,2.375,2226.498,579.18375,530.197375,3,4,0,0,1,0,0,5,3,1,2,1,1,0.35,0.22,0.62,0.0,type_complete-package,category_other
510067,f,True,True,usa,new york,lga,48,23,9,1.6144444444444446,13.11111111111111,8.004444444444443,0.3333333333333333,0.0,2,0.07500000000000001,3,air transat,1,3,houston,3,0.4444444444444444,4,4,crowne plaza,4,2.111111111111111,2375.8133333333335,684.6211111111111,683.3781111111111,5,2,1,0,0,1,0,4,5,1,1,0,2,0.39,0.17,0.44,0.0,type_browsing,category_weekend
510070,f,True,True,usa,boston,bos,58,23,8,2.99375,24.375,8.13875,0.75,0.5,3,0.10000000000000002,2,ryanair,1,2,rome,2,0.875,4,3,hilton,4,5.0,1267.7,567.485,551.6956250000001,4,2,0,0,0,2,0,4,4,1,3,0,0,0.35,0.17,0.5,0.0,type_browsing,category_other
510078,f,True,False,usa,grand rapids,grr,37,23,10,14.672,41.6,7.444,0.4,0.2,1,0.2,3,alaska airlines,1,3,washington,3,0.4,3,3,radisson,4,1.7,845.2725,257.786,257.786,6,4,0,0,0,0,1,3,6,1,2,1,0,0.43,0.17,0.4,0.25,type_browsing,category_other
510079,f,False,False,usa,new york,lga,30,23,9,1.3211111111111111,10.666666666666666,7.964444444444445,0.1111111111111111,0.0,0,,1,frontier airlines,1,1,denver,1,0.1111111111111111,1,1,radisson,1,0.2222222222222222,2599.45,54.27,54.27,8,1,0,0,0,0,0,1,8,0,0,1,0,0.39,0.04,0.11,0.0,type_browsing,category_week
510081,f,False,False,usa,oakland,oak,45,23,8,3.1799999999999997,25.375,7.9925,0.125,0.0,2,0.125,1,united airlines,1,1,washington,1,0.375,3,3,hilton,3,2.875,3904.82,480.00125,441.75125,5,1,0,0,0,2,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
510090,f,True,False,usa,anchorage,anc,50,23,8,1.61125,13.0,8.05375,0.125,0.125,1,0.1,1,spirit airlines,1,1,baltimore,1,0.125,1,1,banyan tree,1,0.375,5409.69,77.79124999999999,77.79124999999999,7,0,1,0,0,0,0,1,7,0,0,1,0,0.35,0.04,0.12,0.0,type_browsing,category_week
510093,m,True,False,usa,norfolk,ngu,53,23,7,2.487142857142857,20.0,8.078571428571427,0.42857142857142855,0.14285714285714285,1,0.1,3,alaska airlines,1,3,los angeles,3,0.2857142857142857,2,2,best western,3,3.5714285714285716,3017.4566666666665,719.1542857142857,719.1542857142857,4,2,0,0,1,0,0,3,4,3,0,0,0,0.3,0.13,0.43,0.0,type_browsing,category_extended
510094,f,False,False,usa,long beach,lgb,46,23,8,1.16375,9.375,7.9625,0.125,0.25,2,0.07500000000000001,1,volaris,1,1,los angeles,1,0.125,1,1,radisson,1,1.375,27.44,164.41875,164.41875,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
510104,f,False,True,canada,montreal,yhu,37,23,8,1.875,15.125,8.06875,0.375,0.125,0,,3,airtran airways,1,3,houston,3,0.25,2,2,best western,3,1.625,2286.2533333333336,247.15125,247.15125,5,2,0,0,1,0,0,3,5,1,2,0,0,0.35,0.13,0.38,0.0,type_browsing,category_other
510108,f,True,False,usa,colorado springs,cos,53,23,9,4.702222222222222,30.11111111111111,7.206666666666667,0.5555555555555556,0.4444444444444444,0,,3,united airlines,1,3,chicago,3,0.3333333333333333,2,2,hyatt,4,5.0,1507.015,461.26444444444445,461.26444444444445,5,3,0,0,1,0,1,3,5,4,0,0,0,0.39,0.17,0.44,0.25,type_browsing,category_extended
510112,f,True,False,usa,new orleans,msy,46,23,8,1.88125,15.125,7.98875,0.125,0.125,2,0.175,1,ryanair,1,1,montreal,1,0.125,1,1,wyndham,1,2.875,2264.54,257.19375,257.19375,7,1,0,0,0,0,0,1,7,0,1,0,0,0.35,0.04,0.12,0.0,type_browsing,category_other
510114,m,False,False,usa,omaha,oma,41,23,8,2.7275,21.875,8.04875,0.75,0.25,1,0.3,5,american airlines,1,6,calgary,6,0.625,5,4,starwood,6,5.5,1639.8316666666667,892.9862499999999,874.730875,2,5,0,0,1,0,0,6,2,4,2,0,0,0.35,0.26,0.75,0.0,type_complete-package,category_extended
510134,f,False,False,usa,newark,ewr,48,23,7,2.641428571428572,21.142857142857142,8.0,0.7142857142857143,0.42857142857142855,2,0.125,4,allegiant air,1,3,new york,4,1.0,5,5,accor,5,6.428571428571429,487.89750000000004,705.2242857142857,669.1675714285714,2,4,0,0,0,1,0,5,2,3,2,0,0,0.3,0.22,0.71,0.0,type_complete-package,category_extended
510155,m,True,True,usa,dallas,dal,45,23,8,1.5862500000000002,12.875,7.99125,0.375,0.0,1,0.1,2,jetblue airways,1,2,los angeles,2,0.625,3,3,hyatt,4,5.125,1723.555,950.45875,950.45875,4,1,0,0,1,2,0,4,4,3,0,1,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
510156,m,False,False,usa,seattle,sea,43,23,8,2.44125,19.75,8.08625,0.625,0.25,0,,2,delta air lines,1,3,new york,3,0.75,5,4,accor,5,4.125,3574.9875,1024.1375,1024.1375,3,4,0,0,0,1,0,5,3,4,0,0,1,0.35,0.22,0.62,0.0,type_complete-package,category_extended
510163,f,True,True,usa,las vegas,lsv,52,23,8,2.1875,17.875,8.20375,0.375,0.375,1,0.4,3,air transat,1,3,new york,3,0.5,4,4,aman resorts,4,5.375,2386.52,988.3937500000001,988.3937500000001,4,3,0,0,0,1,0,4,4,3,1,0,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
510164,f,True,True,canada,montreal,ymx,35,23,8,1.8675,15.125,8.05125,0.25,0.125,5,0.09,2,korean air,1,2,los angeles,2,0.25,2,2,crowne plaza,2,2.125,2208.745,341.1125,314.8876875000001,6,2,0,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
510170,f,False,False,canada,ottawa,yow,27,23,8,2.0125,16.25,8.06,0.5,0.25,2,0.15,3,delta air lines,1,3,calgary,3,0.5,3,3,hyatt,3,2.5,1496.9566666666667,351.57125,344.2838125,5,3,0,0,0,0,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
510172,f,False,False,usa,mobile,bfm,35,23,8,1.6275,13.25,8.12375,0.375,0.125,4,0.1,3,american airlines,1,3,charlotte,3,0.375,3,3,choice hotels,3,2.125,2197.83,347.235,328.104125,5,3,0,0,0,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
510179,f,True,False,usa,jacksonville,nca,58,23,8,2.015,16.25,8.105,0.875,0.25,1,0.15,4,air india limited,1,4,agra,4,0.75,4,4,conrad,5,4.5,4578.03,1266.1975,1266.1975,3,3,0,0,1,1,0,5,3,2,3,0,0,0.35,0.22,0.62,0.0,type_browsing,category_other
510185,f,True,False,usa,houston,hou,45,23,8,2.4375,19.625,8.02125,0.375,0.125,3,0.15,3,delta air lines,1,3,calgary,3,0.625,4,4,accor,4,3.25,2420.1433333333334,782.33125,741.5073124999999,4,2,1,0,0,1,0,4,4,0,4,0,0,0.35,0.17,0.5,0.0,type_browsing,category_other
510188,f,False,False,usa,san antonio,sat,36,23,11,24.326363636363638,55.81818181818182,6.926363636363636,0.6363636363636364,0.36363636363636365,2,0.05,3,qantas,1,4,auckland,4,0.6363636363636364,5,4,accor,8,5.7272727272727275,5986.022,2009.4754545454546,2007.586,3,5,0,0,1,2,2,6,3,4,1,2,1,0.48,0.35,0.73,0.25,type_complete-package,category_extended
510195,m,True,False,usa,houston,iah,54,23,8,2.08375,16.75,8.02375,0.375,0.25,1,0.25,2,ryanair,1,3,nashville,3,0.5,4,4,accor,4,3.5,1747.3333333333333,725.22,614.775,4,3,0,0,0,1,0,4,4,3,0,1,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
510198,f,False,False,usa,new york,jfk,32,23,9,2.764444444444445,22.333333333333332,8.14,0.3333333333333333,0.2222222222222222,4,0.17500000000000002,3,alaska airlines,1,3,columbus,3,0.3333333333333333,3,3,fairmont,3,1.5555555555555556,2274.653333333333,349.4344444444444,296.7475,6,3,0,0,0,0,0,3,6,0,2,1,0,0.39,0.13,0.33,0.0,type_browsing,category_other
510213,f,True,True,canada,toronto,ytz,41,23,8,2.82375,22.875,8.10625,0.625,0.5,0,,4,air canada,1,3,new york,3,0.5,4,4,extended stay,5,3.25,550.645,386.39750000000004,386.39750000000004,3,3,0,0,1,1,0,5,3,3,1,1,0,0.35,0.22,0.62,0.0,type_browsing,category_extended
510215,f,True,False,usa,mobile,mob,30,23,9,2.6133333333333333,21.11111111111111,7.985555555555556,0.1111111111111111,0.1111111111111111,2,0.125,1,westjet,1,1,hamilton,1,0.3333333333333333,3,3,extended stay,3,3.5555555555555554,1570.19,303.5133333333333,285.5133333333333,6,1,0,0,0,2,0,3,6,3,0,0,0,0.39,0.13,0.33,0.0,type_browsing,category_extended
510219,m,True,False,canada,montreal,yul,44,23,8,2.24125,18.0,8.02,0.375,0.0,3,0.09999999999999999,3,american airlines,1,2,houston,2,0.25,2,2,choice hotels,3,1.75,1984.3333333333333,307.445,307.445,5,1,1,0,1,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
510227,m,False,False,usa,tulsa,tul,33,23,8,1.2000000000000002,9.625,7.87125,0.25,0.125,1,0.2,2,copa airlines,1,2,indianapolis,2,0.25,2,2,accor,2,1.125,1621.2549999999999,154.315,154.315,6,2,0,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
510238,f,False,True,usa,new york,lga,42,23,8,1.60625,13.0,8.10125,0.5,0.0,1,0.05,3,delta air lines,1,3,los angeles,3,0.5,3,3,intercontinental,3,1.375,3330.0433333333335,610.6912500000001,610.6912500000001,5,3,0,0,0,0,0,3,5,1,0,2,0,0.35,0.13,0.38,0.0,type_browsing,category_week
510239,f,True,True,usa,santa ana,sna,56,23,8,1.77875,14.375,8.098749999999999,0.125,0.0,3,0.13333333333333333,1,southwest airlines,1,1,san diego,1,0.25,2,2,marriott,2,1.875,124.48,622.44375,606.75,6,1,0,0,0,1,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
510243,f,True,False,canada,windsor,yqg,43,23,8,1.9112500000000001,15.625,8.21125,0.375,0.25,1,0.2,3,air canada,1,2,montreal,2,0.25,2,2,accor,3,1.625,824.7466666666666,215.16750000000002,215.16750000000002,5,2,0,0,1,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
510257,f,True,False,usa,las vegas,lsv,50,23,8,1.0675,8.625,8.01875,0.375,0.0,0,,2,caribbean airlines,1,2,nashville,2,0.25,1,1,banyan tree,2,0.875,2830.515,204.4025,204.4025,6,1,0,0,1,0,0,2,6,0,0,2,0,0.35,0.09,0.25,0.0,type_browsing,category_week
510270,f,True,True,usa,columbus,lck,47,23,8,2.62625,21.125,8.03125,0.25,0.0,0,,1,delta air lines,1,1,el paso,1,0.0,0,0,,1,0.875,2283.46,98.28625,98.28625,7,0,0,0,1,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
510283,f,False,False,canada,edmonton,yed,18,23,8,1.5362500000000001,12.25,7.89125,0.0,0.0,2,0.2,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,,type_browsing,category_extended
510315,f,False,False,usa,norfolk,ngu,44,23,8,3.48875,28.375,8.11375,0.25,0.375,2,0.2,2,finnair,1,1,new york,1,0.125,1,1,best western,2,0.625,465.54,78.33749999999999,76.79475,6,1,0,0,1,0,0,2,6,0,0,1,1,0.35,0.09,0.25,0.0,type_browsing,category_week
510316,f,False,True,usa,phoenix,phx,18,23,8,2.3825000000000003,19.125,7.96375,0.0,0.0,3,0.11666666666666668,0,,0,0,,0,0.125,1,1,banyan tree,1,2.25,,272.25,272.25,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
510326,m,False,False,canada,quebec,yqb,43,23,8,3.25125,26.25,8.06125,1.0,1.125,4,0.1125,4,american airlines,1,5,new york,6,1.0,6,5,banyan tree,6,4.125,1542.323333333333,853.70875,814.455625,2,5,1,0,0,0,0,6,2,3,2,1,0,0.35,0.26,0.75,0.0,type_complete-package,category_extended
510328,f,False,False,usa,detroit,det,37,23,8,2.7,21.75,8.1,0.625,0.125,2,0.1,5,air canada,1,4,quebec,4,0.5,4,4,aman resorts,5,3.0,1319.2279999999998,338.7975,331.007625,3,4,0,0,1,0,0,5,3,3,2,0,0,0.35,0.22,0.62,0.0,type_complete-package,category_extended
510343,f,True,True,usa,oklahoma city,okc,39,23,9,6.155555555555555,26.333333333333332,7.232222222222223,0.7777777777777778,0.3333333333333333,1,0.25,3,delta air lines,1,5,los angeles,5,0.7777777777777778,5,5,best western,6,2.888888888888889,1522.5616666666665,559.9366666666667,533.5058333333333,3,6,0,0,0,0,1,5,3,2,2,0,2,0.39,0.26,0.67,0.17,type_complete-package,category_extended
510356,f,True,False,usa,wichita,ict,52,23,8,1.57875,12.625,8.02125,0.25,0.125,2,0.05,1,united airlines,1,2,los angeles,2,0.25,2,2,hyatt,2,1.5,2060.785,208.29250000000002,205.0809375,6,1,1,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
510365,f,False,False,usa,boston,bos,46,23,8,1.5875,12.75,7.92,0.75,0.125,1,0.05,4,alaska airlines,1,3,los angeles,4,0.75,4,4,aman resorts,4,3.5,2728.995,695.8775,695.8775,4,4,0,0,0,0,0,4,4,2,1,1,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
510369,f,False,False,usa,bakersfield,bfl,50,23,8,2.3,18.625,8.00875,0.375,0.0,4,0.12499999999999999,2,united airlines,1,3,houston,3,0.375,3,2,fairmont,3,2.5,2605.09,379.38625,373.8135625,5,3,0,0,0,0,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
510379,f,False,False,usa,san francisco,sfo,19,23,8,1.46,11.625,7.87375,0.0,0.0,2,0.15,0,,0,0,,0,0.125,1,1,starwood,1,0.5,,50.5,47.975,7,0,0,0,0,1,0,1,7,0,1,0,0,0.35,0.04,0.12,0.0,type_browsing,category_other
510393,m,False,False,canada,calgary,yyc,50,23,8,1.8987500000000002,15.125,7.91625,0.125,0.0,0,,1,american airlines,1,1,chicago,1,0.125,1,1,nh hotel,1,1.375,2247.14,149.5725,149.5725,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
510418,f,True,True,usa,dallas,dal,36,23,9,1.1900000000000002,9.555555555555555,8.074444444444445,0.0,0.0,3,0.08333333333333333,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,9,0,0,0,0,0,0,0,9,0,0,0,0,0.39,0.0,0.0,,type_browsing,category_extended
