user_id,gender,married,has_children,home_country,home_city,home_airport,user_age,account_age,total_sessions,avg_session_duration,avg_page_clicks,avg_clicks_per_min,avg_seats,avg_checked_bags,avg_flight_base_fare,avg_flight_paid_fare,num_flight_discounts,avg_flight_discount_amount,total_airlines,total_origin_airports,total_destinations,total_destination_airports,avg_nights,avg_rooms,avg_hotel_base_rate,avg_hotel_paid_rate,avg_total_hotel_cost,num_hotel_discounts,avg_hotel_discount_amount,total_hotels,total_trips,avg_trip_duration_days,avg_total_trip_cost,avg_trip_distance_km,type_browsing,type_complete-package,type_flight-hotel,type_flight-one-way,type_flight-roundtrip,type_hotel-only,status_cancelled,status_complete,status_none,start_Friday,start_Monday,start_Saturday,start_Sunday,start_Thursday,start_Tuesday,start_Wednesday,end_Friday,end_Monday,end_Saturday,end_Sunday,end_Thursday,end_Tuesday,end_Wednesday
511433,f,True,False,usa,orlando,mco,51,1,9,1.6666666666666667,13.333333333333334,7.166666666666667,0.6666666666666666,0.3333333333333333,502.08750000000003,502.08750000000003,0,,2,1,4,4,2.4444444444444446,0.6666666666666666,123.5,114.15,510.8,2,0.175,4,5,3.2222222222222223,844.2033333333333,2311.0950000000003,4,3,0,0,1,1,0,5,4,1,0,1,0,2,0,1,1,1,0,1,0,1,1
511440,f,False,False,usa,st. louis,stl,42,1,8,2.125,17.375,6.615,0.25,0.125,310.16499999999996,310.16499999999996,4,0.13749999999999998,2,1,2,2,1.0,0.25,161.0,161.0,574.0,0,,2,2,1.375,884.1650000000001,1688.29,6,2,0,0,0,0,0,2,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0
511455,f,False,False,canada,montreal,ymx,37,1,8,2.25,17.625,7.33375,0.375,0.25,515.46,515.46,1,0.2,2,1,3,3,0.375,0.125,161.0,161.0,483.0,1,0.1,1,3,1.125,1189.9299999999998,2933.2666666666664,5,1,0,0,2,0,0,3,5,1,1,0,0,0,1,0,1,0,0,1,0,1,0
511469,f,False,False,usa,los angeles,lax,57,1,8,1.625,11.75,7.25,0.25,0.25,355.785,355.785,0,,2,1,2,2,1.0,0.25,127.5,127.5,510.0,0,,2,3,1.5,935.85,2075.46,5,1,0,0,1,1,0,3,5,0,0,1,0,1,1,0,0,0,0,0,0,2,1
511489,f,True,False,usa,louisville,lou,43,1,8,2.375,19.75,7.8125,0.25,0.125,1052.13,1052.13,1,0.25,1,1,1,1,2.25,0.5,164.0,151.20000000000002,1148.3999999999999,1,0.15,3,3,2.5,1162.13,3199.44,5,1,0,0,0,2,0,3,5,1,1,0,0,1,0,0,0,0,0,1,1,1,0
511502,m,True,True,usa,milwaukee,mke,47,1,10,2.5,20.3,8.125,0.2,0.2,307.235,307.235,2,0.175,2,1,2,2,1.3,0.2,255.5,255.5,2419.0,1,0.2,2,2,1.5,2726.235,1758.2949999999998,8,2,0,0,0,0,0,2,8,0,0,1,1,0,0,0,0,1,0,0,1,0,0
511504,f,False,False,usa,washington,iad,34,1,8,2.0,17.0,6.83375,0.375,0.0,506.53666666666663,506.53666666666663,1,0.05,3,1,3,3,1.125,0.375,168.66666666666666,168.66666666666666,506.0,0,,3,3,1.625,1012.5366666666667,2715.1066666666666,5,3,0,0,0,0,0,3,5,0,0,1,0,0,1,1,1,0,1,0,0,0,1
511535,f,True,True,usa,chicago,ord,52,1,8,2.25,19.375,7.8125,0.375,0.25,348.48333333333335,343.85983333333337,1,0.05,3,1,3,3,1.125,0.25,162.0,149.65,564.45,1,0.1,2,3,2.0,806.15975,1827.2633333333333,5,2,0,0,1,0,0,3,5,0,1,0,1,0,1,0,1,0,0,1,1,0,0
511542,f,False,False,usa,los angeles,lax,55,1,8,1.875,14.25,7.33375,0.625,0.25,1012.2733333333334,984.1306666666668,4,0.1375,3,1,2,3,1.0,0.625,163.66666666666666,163.66666666666666,401.6666666666667,1,0.1,2,3,1.625,1385.7973333333332,3602.61,5,3,0,0,0,0,0,3,5,0,0,1,0,1,0,1,0,0,1,1,0,0,1
511549,f,True,True,canada,hamilton,yhm,52,1,8,1.625,13.5,8.25,0.25,0.125,91.955,91.955,2,0.175,2,1,2,2,0.5,0.125,172.0,172.0,688.0,1,0.05,1,2,1.125,784.2,597.5250000000001,6,1,0,0,1,0,0,2,6,0,0,0,1,0,1,0,1,0,0,0,1,0,0
511552,m,False,True,usa,minneapolis,msp,19,1,8,5.875,19.375,6.95,0.5,0.25,478.26,442.3905,1,0.15,1,1,1,1,0.0,0.0,,,,0,,0,2,1.125,,1503.24,6,1,0,0,1,0,1,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0
511554,f,False,False,usa,corpus christi,crp,45,1,9,1.5555555555555556,13.88888888888889,8.222222222222221,0.2222222222222222,0.1111111111111111,438.055,438.055,1,0.15,2,1,2,2,0.8888888888888888,0.2222222222222222,125.5,125.5,502.0,0,,2,2,1.2222222222222223,940.0550000000001,2605.0,7,2,0,0,0,0,0,2,7,0,0,0,1,1,0,0,1,1,0,0,0,0,0
511560,f,False,True,usa,wichita,iab,39,1,8,2.125,17.625,5.28125,0.75,0.0,451.52,425.72749999999996,2,0.225,4,1,3,4,1.25,0.75,201.25,201.25,543.5,0,,4,4,2.0,969.2275,2024.6375,4,3,1,0,0,0,0,4,4,1,0,0,3,0,0,0,0,2,0,1,0,1,0
511567,f,False,False,canada,toronto,yzd,37,1,8,2.5,20.25,6.97875,0.625,0.375,212.974,206.09289999999996,1,0.05,5,1,4,4,3.0,0.5,139.25,139.25,320.0,2,0.175,4,5,4.0,547.603625,1140.852,3,4,0,0,1,0,0,5,3,1,1,1,0,0,1,1,0,2,0,1,1,0,1
511568,f,False,False,usa,baltimore,bwi,21,1,8,1.5,13.375,6.02125,0.125,0.0,1229.22,1229.22,2,0.125,1,1,1,1,0.0,0.0,,,,1,0.1,0,1,2.0,,6061.0,7,0,0,0,1,0,0,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0
511570,f,True,True,canada,ottawa,yow,52,1,8,2.625,20.625,7.01375,0.25,0.0,653.035,653.035,0,,1,1,2,2,2.375,0.375,444.0,444.0,2492.3333333333335,1,0.1,3,3,2.625,2703.035,3600.0,5,2,0,0,0,1,0,3,5,0,0,0,1,1,0,1,0,1,0,1,0,0,1
511577,f,True,False,usa,fresno,fat,43,1,8,1.375,9.875,6.875,0.25,0.0,547.46,487.53649999999993,3,0.10000000000000002,2,1,2,2,0.125,0.125,327.0,327.0,327.0,1,0.15,1,2,0.625,880.3584999999999,3150.4849999999997,6,1,0,0,1,0,0,2,6,0,1,1,0,0,0,0,0,1,0,0,0,1,0
511578,f,True,True,usa,wichita,ict,52,1,8,2.5,19.625,7.96875,0.875,0.75,354.3,343.3221,3,0.05000000000000001,4,1,5,5,2.875,0.875,140.4,140.4,736.0,0,,5,5,4.125,1079.3221,1393.1060000000002,3,5,0,0,0,0,0,5,3,1,0,0,0,1,1,2,0,2,1,1,0,1,0
511587,f,True,True,canada,toronto,ytz,53,1,8,2.125,16.125,6.64625,0.25,0.375,391.29,391.29,0,,2,1,2,2,0.625,0.25,83.0,83.0,188.5,1,0.1,2,2,1.0,579.79,2015.1550000000002,6,2,0,0,0,0,0,2,6,0,0,0,0,1,0,1,1,1,0,0,0,0,0
511589,f,False,False,canada,calgary,yyc,42,1,8,1.125,9.625,7.625,0.0,0.0,,,2,0.2,0,0,0,0,0.375,0.25,81.0,76.95,230.85,1,0.05,1,1,0.375,,,7,0,0,0,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0
511608,m,False,False,usa,brownsville,bro,21,1,8,1.875,14.625,8.04125,0.0,0.0,,,2,0.125,0,0,0,0,0.875,0.125,209.0,209.0,1463.0,1,0.05,1,1,0.875,,,7,0,0,0,0,1,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1
511609,m,True,False,usa,honolulu,hnl,40,1,8,1.375,10.875,7.0625,0.125,0.125,1113.68,946.628,3,0.13333333333333333,1,1,1,1,1.5,0.25,275.0,218.125,1431.875,2,0.225,2,2,1.625,1421.6280000000002,6295.59,6,1,0,0,0,1,0,2,6,1,1,0,0,0,0,0,0,0,1,0,1,0,0
511613,f,False,False,usa,miami,tnt,43,1,8,2.25,18.125,8.52125,0.375,0.5,370.1333333333334,370.1333333333334,1,0.15,3,1,3,3,1.0,0.375,214.66666666666666,214.66666666666666,610.0,1,0.05,3,3,1.25,980.1333333333333,2523.8366666666666,5,2,1,0,0,0,0,3,5,0,2,0,0,1,0,0,0,0,0,1,1,0,1
511638,f,False,True,usa,fresno,fat,35,1,8,1.5,11.875,7.25,0.25,0.125,398.235,398.235,2,0.07500000000000001,1,1,2,2,1.5,0.5,184.66666666666666,184.66666666666666,855.3333333333334,1,0.2,3,3,1.75,1415.235,2340.0299999999997,5,2,0,0,0,1,0,3,5,0,1,0,0,1,0,1,0,0,2,1,0,0,0
511665,m,False,True,usa,nashville,bna,47,1,8,17.625,46.5,6.51875,0.5,0.375,685.19,601.3275,2,0.225,2,1,2,2,1.625,0.5,194.33333333333334,194.33333333333334,820.3333333333334,1,0.1,2,3,2.0,1421.6608333333334,2862.713333333333,5,3,0,0,0,0,1,2,5,0,0,0,2,0,0,1,2,0,1,0,0,0,0
511666,f,True,False,usa,milwaukee,mke,51,1,8,2.25,18.75,8.5275,0.25,0.25,199.975,199.975,0,,1,1,2,2,2.5,0.375,155.0,147.4,1086.5333333333333,1,0.1,3,3,2.75,1008.975,1122.15,5,2,0,0,0,1,0,3,5,1,0,0,1,0,0,1,1,0,1,0,0,1,0
511677,f,False,False,usa,memphis,mem,53,1,8,18.625,45.375,5.93125,0.875,0.25,487.37199999999996,487.37199999999996,1,0.25,4,1,4,4,2.25,0.875,172.6,169.06,603.96,1,0.1,4,5,3.125,1091.3319999999999,2206.532,3,5,0,0,0,0,1,4,3,0,1,1,0,0,1,2,0,1,0,2,1,1,0
511680,f,False,False,usa,jacksonville,jax,28,1,8,2.375,18.75,8.01,0.375,0.25,311.33,311.33,0,,3,1,3,3,2.5,0.75,129.75,129.75,571.0,0,,4,4,3.0,731.3299999999999,1693.7299999999998,4,3,0,0,0,1,0,4,4,2,0,0,0,0,1,1,1,0,0,2,0,1,0
511697,f,False,False,usa,detroit,dtw,40,1,8,2.0,15.875,7.91625,0.5,0.25,190.14249999999998,190.14249999999998,1,0.2,4,1,4,4,1.125,0.375,247.33333333333334,236.48333333333335,772.4499999999999,2,0.125,3,4,2.0,981.0866666666666,1052.8625,4,2,1,0,1,0,0,4,4,0,0,0,0,0,1,3,2,0,1,1,0,0,0
511712,f,False,False,usa,buffalo,buf,29,1,8,1.875,14.25,6.5625,0.5,0.25,346.93333333333334,341.5173333333333,3,0.10000000000000002,3,1,3,3,1.25,0.375,172.0,162.7,794.7,3,0.08333333333333333,2,3,2.25,1274.48,1073.5933333333335,5,2,0,0,1,0,0,3,5,0,0,1,1,0,0,1,1,0,0,0,0,1,1
511726,f,False,True,usa,newport news,phf,58,1,7,1.5714285714285714,12.0,7.595714285714286,0.14285714285714285,0.0,85.69,85.69,0,,1,1,1,1,0.5714285714285714,0.14285714285714285,423.0,423.0,1692.0,0,,1,1,0.7142857142857143,1777.69,455.28,6,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0
511739,f,False,False,canada,quebec,yqb,56,1,9,2.111111111111111,16.444444444444443,7.536666666666666,0.5555555555555556,0.3333333333333333,567.1733333333333,567.1733333333333,1,0.05,3,1,3,3,1.1111111111111112,0.5555555555555556,210.0,210.0,880.0,0,,3,3,1.5555555555555556,1447.1733333333334,2864.5466666666666,6,3,0,0,0,0,0,3,6,1,1,0,1,0,0,0,0,0,0,2,0,0,1
511757,f,True,True,usa,san francisco,sfo,64,1,8,1.5,12.125,6.625,0.0,0.0,,,0,,0,0,0,0,0.0,0.0,,,,2,0.07500000000000001,0,0,0.0,,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511762,f,True,False,usa,phoenix,luf,44,1,8,1.625,12.875,6.60375,0.375,0.125,908.61,908.61,0,,2,1,1,1,2.0,0.5,238.33333333333334,238.33333333333334,1478.0,0,,3,3,2.375,1429.6100000000001,3484.76,5,2,0,0,0,1,0,3,5,0,2,1,0,0,0,0,0,3,0,0,0,0,0
511764,m,True,True,usa,long beach,lgb,55,1,8,1.75,14.5,5.5525,0.125,0.0,613.96,613.96,2,0.07500000000000001,1,1,1,1,0.625,0.125,167.0,167.0,835.0,0,,1,1,0.75,1448.96,3502.92,7,1,0,0,0,0,0,1,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
511772,f,False,False,usa,chicago,ugn,29,1,8,1.375,11.375,7.125,0.375,0.125,334.01,334.01,0,,2,1,2,2,2.375,0.375,99.66666666666667,96.31666666666666,632.9,1,0.15,3,3,2.875,966.91,1780.4633333333331,5,3,0,0,0,0,0,3,5,0,1,0,2,0,0,0,1,0,1,0,0,0,1
511778,f,False,False,usa,long beach,lgb,39,1,8,2.25,18.375,8.3025,0.375,0.5,409.07,409.07,0,,3,1,3,3,1.75,0.375,221.0,217.16666666666666,1139.3333333333333,1,0.1,3,3,2.25,1548.4033333333334,2615.9466666666667,5,3,0,0,0,0,0,3,5,1,0,0,0,0,1,1,0,0,1,0,0,1,1
511783,f,True,False,usa,riverside,ral,48,1,8,2.25,17.625,8.1775,0.5,0.125,135.73,135.73,1,0.15,4,1,4,4,1.25,0.375,128.0,125.46666666666665,511.4666666666667,1,0.1,3,4,2.75,683.4333333333334,714.1675,4,3,0,0,1,0,0,4,4,0,1,0,0,1,2,0,0,1,2,1,0,0,0
511784,f,False,False,usa,bakersfield,bfl,36,1,9,10.11111111111111,21.77777777777778,6.082222222222223,0.4444444444444444,0.4444444444444444,3449.39,3190.6857499999996,2,0.15,1,1,1,1,2.4444444444444446,0.2222222222222222,111.0,111.0,1221.0,0,,1,2,2.6666666666666665,4411.68575,9036.3,7,2,0,0,0,0,1,1,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0
511800,f,False,False,usa,san jose,sjc,49,1,8,2.375,20.375,7.9275,1.125,0.625,609.1816666666667,609.1816666666667,0,,5,1,5,6,2.75,1.375,220.42857142857142,214.85714285714286,710.5714285714286,1,0.1,6,7,4.125,1306.6816666666666,2198.3733333333334,1,6,0,0,0,1,0,7,1,2,2,1,1,1,0,0,1,0,0,3,1,2,0
511803,f,True,True,usa,detroit,yip,38,1,8,2.25,16.5,6.98375,0.75,0.125,797.2566666666667,797.2566666666667,1,0.1,3,1,3,3,1.875,0.625,339.6666666666667,331.43333333333334,1825.1666666666667,2,0.07500000000000001,3,4,3.125,1577.785,1956.7033333333331,4,2,0,0,1,1,0,4,4,0,0,1,3,0,0,0,2,0,0,1,0,0,1
511805,f,False,False,usa,los angeles,lax,39,1,8,1.625,12.875,6.75,0.375,0.125,407.37000000000006,407.37000000000006,1,0.05,2,1,3,3,2.125,0.375,181.33333333333334,181.33333333333334,961.6666666666666,0,,3,3,2.5,1369.0366666666666,2150.476666666667,5,3,0,0,0,0,0,3,5,0,0,0,0,0,1,2,0,1,0,1,0,0,1
511809,m,False,False,usa,fort worth,ftw,42,1,8,1.625,12.75,5.84375,0.25,0.0,814.98,814.98,2,0.22499999999999998,1,1,1,1,0.875,0.375,148.5,148.5,532.0,0,,2,2,1.125,1186.98,1984.93,6,1,0,0,0,1,0,2,6,1,0,1,0,0,0,0,0,1,0,0,0,0,1
511811,f,False,False,usa,dallas,dal,36,1,8,3.0,22.125,7.33625,0.5,0.125,430.95,430.95,3,0.06666666666666667,2,1,3,3,0.5,0.375,113.0,103.775,208.325,2,0.1,2,3,1.25,827.725,1675.0266666666666,5,2,0,0,1,0,0,3,5,0,1,1,0,0,0,1,1,0,0,0,0,1,1
511821,m,False,False,canada,saskatoon,yxe,72,1,8,1.25,9.125,5.625,0.0,0.0,,,2,0.125,0,0,0,0,0.0,0.0,,,,0,,0,0,0.0,,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511827,m,True,False,usa,columbus,lck,76,1,8,16.0,34.25,6.20875,0.5,0.25,274.7,274.7,1,0.5,1,1,1,1,1.125,0.125,295.0,295.0,2655.0,0,,1,3,2.5,,781.77,5,1,0,0,1,1,1,2,5,1,0,0,1,0,0,0,0,2,0,0,0,0,0
511851,f,False,False,canada,winnipeg,yav,41,1,9,1.3333333333333333,11.333333333333334,7.055555555555555,0.2222222222222222,0.0,167.695,167.695,1,0.1,2,1,2,2,1.0,0.2222222222222222,174.5,174.5,870.0,2,0.125,2,2,1.1111111111111112,1037.695,1239.0549999999998,7,1,1,0,0,0,0,2,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1
511859,f,True,False,canada,toronto,yyz,39,1,8,1.25,11.375,7.33375,0.25,0.25,227.975,227.975,2,0.15000000000000002,2,1,2,2,4.0,0.375,248.33333333333334,241.79999999999998,2457.9333333333334,4,0.07500000000000001,3,3,4.375,1974.4750000000001,1272.415,5,2,0,0,0,1,0,3,5,0,0,0,2,1,0,0,0,0,1,1,0,1,0
511860,f,False,True,usa,detroit,yip,41,1,6,2.0,15.5,7.861666666666667,0.16666666666666666,0.16666666666666666,588.83,588.83,1,0.05,1,1,1,1,1.8333333333333333,0.3333333333333333,183.5,183.5,601.5,1,0.15,2,2,2.0,1188.83,3163.84,4,1,0,0,0,1,0,2,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0
511862,f,False,False,canada,montreal,yul,41,1,8,2.0,16.25,7.60375,0.625,0.375,392.40250000000003,392.40250000000003,0,,2,1,4,4,1.5,0.625,101.75,96.3125,275.625,1,0.15,4,4,2.125,668.0275,2433.425,4,3,1,0,0,0,0,4,4,2,0,1,1,0,0,0,0,1,0,0,0,1,2
511878,f,False,True,usa,san francisco,sfo,18,1,9,3.4444444444444446,27.444444444444443,6.328888888888889,0.0,0.0,,,2,0.15000000000000002,0,0,0,0,0.0,0.0,,,,0,,0,0,0.0,,,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511884,f,False,False,usa,los angeles,lax,43,1,8,2.375,18.75,7.03125,0.5,0.125,416.4425,416.4425,2,0.125,3,1,3,3,1.375,0.5,184.0,184.0,589.75,1,0.1,4,4,2.125,1006.1925,2357.83,4,4,0,0,0,0,0,4,4,1,1,0,0,1,1,0,0,0,0,2,0,2,0
511902,f,True,True,canada,montreal,ymx,53,1,9,2.2222222222222223,18.444444444444443,8.033333333333333,0.3333333333333333,0.1111111111111111,367.51666666666665,367.51666666666665,1,0.1,3,1,3,3,1.1111111111111112,0.3333333333333333,173.33333333333334,163.03333333333333,545.1,4,0.11250000000000002,3,3,1.5555555555555556,912.6166666666668,2714.816666666667,6,3,0,0,0,0,0,3,6,0,1,1,0,0,0,1,0,1,0,0,1,1,0
511910,f,False,True,usa,los angeles,lax,18,1,8,1.25,10.0,6.08375,0.0,0.0,,,2,0.175,0,0,0,0,1.25,0.125,86.0,86.0,860.0,1,0.15,1,1,1.25,,,7,0,0,0,0,1,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1
511916,f,True,True,canada,saskatoon,yxe,43,1,8,1.875,14.75,6.9375,0.25,0.25,387.98,347.098,3,0.10000000000000002,2,1,2,2,0.125,0.125,212.0,212.0,212.0,1,0.2,1,2,1.0,579.14,2252.955,6,1,0,0,1,0,0,2,6,0,0,0,1,0,0,1,0,0,1,0,0,0,1
511923,m,False,False,usa,nashville,bna,46,1,8,1.25,11.625,7.20875,0.25,0.125,389.855,376.3415,2,0.2,2,1,2,2,0.625,0.25,235.0,235.0,654.0,0,,2,2,1.125,1030.3415,2057.08,6,2,0,0,0,0,0,2,6,1,0,0,0,0,1,0,0,1,1,0,0,0,0
511936,f,False,False,usa,san antonio,rnd,38,1,8,2.125,17.375,7.74125,0.25,0.125,456.64,456.64,1,0.1,2,1,2,2,1.875,0.25,127.0,127.0,705.5,3,0.11666666666666665,2,3,3.0,578.47,2618.4750000000004,5,1,0,0,1,1,0,3,5,0,0,0,1,0,2,0,1,0,1,1,0,0,0
511943,f,True,True,usa,columbus,lck,32,1,7,1.7142857142857142,14.428571428571429,7.464285714285714,0.14285714285714285,0.0,135.53,135.53,1,0.1,1,1,1,1,1.7142857142857142,0.42857142857142855,220.5,202.85,1446.8,2,0.07500000000000001,2,2,1.8571428571428572,487.53,781.77,5,1,0,0,0,1,0,2,5,1,0,0,0,0,1,0,0,0,0,0,0,2,0
511977,f,True,False,usa,fresno,fat,43,1,8,16.25,37.0,5.75,0.375,0.125,1328.2533333333333,1328.2533333333333,0,,2,1,2,2,0.25,0.125,150.0,150.0,300.0,0,,1,3,2.125,555.76,7748.766666666666,5,2,0,0,1,0,1,2,5,0,1,0,1,0,0,0,1,0,0,0,1,0,0
511989,f,False,False,usa,miami,tnt,19,1,8,1.125,9.0,7.1875,0.0,0.0,,,2,0.125,0,0,0,0,0.0,0.0,,,,3,0.08333333333333333,0,0,0.0,,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511996,f,False,True,usa,birmingham,bhm,46,1,8,1.625,12.0,5.6875,0.25,0.25,220.42000000000002,220.42000000000002,1,0.3,2,1,2,2,0.75,0.375,138.66666666666666,132.6,245.86666666666667,4,0.125,3,3,1.25,357.42,1245.35,5,2,0,0,0,1,0,3,5,1,1,0,0,0,0,1,0,0,0,2,0,1,0
511998,f,False,False,usa,milwaukee,mke,42,1,8,1.375,11.625,4.89625,0.25,0.0,362.7,362.7,2,0.15000000000000002,2,1,2,2,0.75,0.25,76.0,76.0,210.0,1,0.25,2,2,1.0,572.7,2097.2799999999997,6,2,0,0,0,0,0,2,6,0,0,0,0,1,1,0,1,0,0,1,0,0,0
512009,m,False,True,usa,new york,jfk,45,1,8,1.5,13.125,5.96875,0.5,0.375,447.02,447.02,1,0.1,3,1,3,3,1.75,0.375,82.5,82.5,620.0,2,0.15000000000000002,2,3,2.375,1096.315,2238.4900000000002,5,2,0,0,1,0,0,3,5,0,0,2,1,0,0,0,1,2,0,0,0,0,0
512010,f,True,True,usa,los angeles,lax,59,1,8,2.0,14.875,7.28125,0.375,0.125,416.255,416.255,1,0.15,2,1,2,2,2.375,0.5,176.66666666666666,168.79999999999998,746.6666666666666,1,0.2,3,3,2.625,828.255,1401.8,5,2,0,0,0,1,0,3,5,0,0,0,1,1,1,0,0,0,1,0,0,2,0
512016,f,False,True,usa,santa ana,sna,45,1,9,1.5555555555555556,13.11111111111111,8.981111111111112,0.1111111111111111,0.0,322.26,322.26,1,0.1,1,1,1,1,1.0,0.2222222222222222,260.0,247.0,2223.0,1,0.05,1,2,1.3333333333333333,,1780.44,7,0,0,0,1,1,0,2,7,0,0,1,0,0,0,1,1,0,0,1,0,0,0
512024,f,True,False,usa,new york,jfk,33,1,8,2.5,20.5,7.078749999999999,0.375,0.0,2038.42,2038.42,1,0.1,1,1,1,1,1.625,0.5,162.0,162.0,1042.5,2,0.15000000000000002,2,2,1.75,2533.42,3931.8,6,1,0,0,0,1,0,2,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0
512028,f,False,False,usa,new york,lga,44,1,8,2.0,17.0,7.46875,0.25,0.125,382.145,382.145,4,0.09999999999999999,2,1,2,2,0.375,0.25,80.0,80.0,109.5,2,0.1,2,2,0.75,491.645,2241.455,6,2,0,0,0,0,0,2,6,0,0,0,0,2,0,0,1,0,0,1,0,0,0
512060,f,True,False,usa,sacramento,smf,54,1,8,1.5,12.125,8.0625,0.125,0.125,729.96,729.96,1,0.1,1,1,1,1,1.375,0.25,219.0,219.0,1015.5,1,0.15,2,2,1.625,2109.96,4047.32,6,1,0,0,0,1,0,2,6,0,0,0,0,0,0,2,0,1,0,0,0,1,0
512063,f,True,False,usa,long beach,lgb,46,1,8,1.625,12.75,5.66625,0.25,0.0,694.84,625.356,2,0.125,1,1,1,1,0.25,0.25,156.0,156.0,312.0,0,,1,1,0.5,937.356,1931.57,7,1,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0
512069,f,False,True,usa,philadelphia,phl,41,1,8,2.625,22.5,7.90625,0.875,0.25,529.226,512.866,2,0.07500000000000001,4,1,4,5,2.75,0.875,168.4,164.66,779.1,2,0.125,5,5,3.5,1291.966,2100.486,3,5,0,0,0,0,0,5,3,1,1,1,0,0,1,1,0,3,1,0,0,0,1
512078,f,False,False,usa,santa ana,sna,31,1,7,1.5714285714285714,12.714285714285714,7.738571428571428,0.14285714285714285,0.14285714285714285,708.04,708.04,0,,1,1,1,1,0.5714285714285714,0.14285714285714285,194.0,194.0,776.0,0,,1,1,0.7142857142857143,1484.04,3940.89,6,1,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
512099,f,False,False,usa,fresno,fat,36,1,9,2.3333333333333335,18.0,7.472222222222222,0.4444444444444444,0.5555555555555556,512.8,484.7305,1,0.15,4,1,4,4,1.6666666666666667,0.3333333333333333,105.33333333333333,85.96666666666665,464.59999999999997,3,0.18333333333333332,3,4,2.3333333333333335,878.494,2768.04,5,3,0,0,1,0,0,4,5,1,0,1,1,1,0,0,1,1,0,0,0,1,1
512103,f,True,True,usa,st. louis,stl,41,1,8,4.875,25.125,6.45125,1.0,0.625,2127.8374999999996,2024.4409999999998,2,0.2,3,1,3,3,0.625,0.25,198.5,198.5,449.5,1,0.15,2,4,2.625,569.315,3827.935,4,3,0,0,1,0,1,3,4,0,1,2,0,0,0,0,0,1,0,1,0,1,0
512144,f,False,False,usa,riverside,ral,18,1,9,1.0,8.555555555555555,5.907777777777778,0.0,0.0,,,0,,0,0,0,0,0.0,0.0,,,,0,,0,0,0.0,,,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512147,m,False,False,canada,calgary,yyc,45,1,9,15.88888888888889,41.22222222222222,5.065555555555556,0.6666666666666666,0.2222222222222222,1228.73,1228.73,3,0.15,1,1,1,1,2.2222222222222223,1.0,98.0,98.0,547.0,0,,3,4,2.6666666666666665,1548.73,2247.14,5,2,0,0,0,2,1,3,5,0,3,0,0,1,0,0,0,0,2,0,2,0,0
512148,f,False,False,usa,indianapolis,ind,22,1,8,1.0,8.625,6.5,0.0,0.0,,,0,,0,0,0,0,0.5,0.125,124.0,124.0,496.0,1,0.1,1,1,0.5,,,7,0,0,0,0,1,0,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0
512163,f,True,False,usa,sacramento,smf,48,1,8,1.375,11.625,6.91625,0.125,0.125,481.68,457.596,1,0.05,1,1,1,1,1.75,0.25,152.5,131.0,917.0,2,0.2,2,2,1.875,1087.596,2854.87,6,1,0,0,0,1,0,2,6,0,0,1,0,0,1,0,0,1,1,0,0,0,0
512173,m,True,False,usa,san francisco,sfo,49,1,8,1.875,13.75,7.02,0.75,0.25,1690.4624999999999,1690.4624999999999,0,,4,1,4,4,3.0,0.5,194.66666666666666,191.86666666666667,1913.6000000000001,4,0.1,3,4,5.0,3976.2400000000002,5633.1825,4,3,0,0,1,0,0,4,4,0,2,2,0,0,0,0,1,0,0,2,0,0,1
512190,f,True,False,usa,sacramento,smf,65,1,8,2.125,17.375,6.1475,0.0,0.0,,,0,,0,0,0,0,2.875,0.25,84.0,84.0,1932.0,0,,1,1,2.875,,,7,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
512193,f,False,True,usa,tulsa,tul,38,1,8,1.0,8.125,5.03125,0.125,0.0,354.05,354.05,1,0.05,1,1,1,1,1.0,0.125,42.0,42.0,336.0,0,,1,1,1.25,690.05,1982.59,7,1,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1
